annee,theme,id_caracteristiques,nom_caracteristiques,chiffre_total,chiffre_hommes,chiffre_femmes
2016,Langue parlée le plus souvent à la maison,431,          Langues athabascanes; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,432,        Haïda,0,0,0
2016,Langue parlée le plus souvent à la maison,433,        Langues inuites,0,0,0
2016,Langue parlée le plus souvent à la maison,434,          Inuinnaqtun (Inuvialuktun),0,0,0
2016,Langue parlée le plus souvent à la maison,435,          Inuktitut,0,0,0
2016,Langue parlée le plus souvent à la maison,436,          Langues inuites; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,437,        Langues iroquoiennes,0,0,0
2016,Langue parlée le plus souvent à la maison,438,          Cayuga,0,0,0
2016,Langue parlée le plus souvent à la maison,439,          Mohawk,0,0,0
2016,Langue parlée le plus souvent à la maison,440,          Oneida,0,0,0
2016,Langue parlée le plus souvent à la maison,441,          Langues iroquoiennes; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,442,        Kutenai,0,0,0
2016,Langue parlée le plus souvent à la maison,443,        Mitchif,0,0,0
2016,Langue parlée le plus souvent à la maison,444,        Langues salishennes,0,0,0
2016,Langue parlée le plus souvent à la maison,445,          Comox,0,0,0
2016,Langue parlée le plus souvent à la maison,446,          Halkomelem,0,0,0
2016,Langue parlée le plus souvent à la maison,447,          Lillooet,0,0,0
2016,Langue parlée le plus souvent à la maison,448,          Okanagan,0,0,0
2016,Langue parlée le plus souvent à la maison,449,          Shuswap (secwepemctsin),0,0,0
2016,Langue parlée le plus souvent à la maison,450,          Squamish,0,0,0
2016,Langue parlée le plus souvent à la maison,451,          Straits,0,0,0
2016,Langue parlée le plus souvent à la maison,452,          Thompson (ntlakapamux),0,0,0
2016,Langue parlée le plus souvent à la maison,453,          Langues salishennes; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,454,        Langues siouennes,0,0,0
2016,Langue parlée le plus souvent à la maison,455,          Dakota,0,0,0
2016,Langue parlée le plus souvent à la maison,456,          Stoney,0,0,0
2016,Langue parlée le plus souvent à la maison,457,          Langues siouennes; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,458,        Tlingit,0,0,0
2016,Langue parlée le plus souvent à la maison,459,        Langues tsimshennes,0,0,0
2016,Langue parlée le plus souvent à la maison,460,          Gitxan (gitksan),0,0,0
2016,Langue parlée le plus souvent à la maison,461,          Nisga'a,0,0,0
2016,Langue parlée le plus souvent à la maison,462,          Tsimshian,0,0,0
2016,Langue parlée le plus souvent à la maison,463,        Langues wakashanes,0,0,0
2016,Langue parlée le plus souvent à la maison,464,          Haisla,0,0,0
2016,Langue parlée le plus souvent à la maison,465,          Heiltsuk,0,0,0
2016,Langue parlée le plus souvent à la maison,466,          Kwakiutl (kwak'wala),0,0,0
2016,Langue parlée le plus souvent à la maison,467,          Nuu-chah-nulth (nootka),0,0,0
2016,Langue parlée le plus souvent à la maison,468,          Langues wakashanes; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,469,        Langues autochtones; n.d.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,470,      Langues non autochtones,440,220,215
2016,Langue parlée le plus souvent à la maison,471,        Langues afro-asiatiques,60,25,35
2016,Langue parlée le plus souvent à la maison,472,          Langues berbères,0,0,0
2016,Langue parlée le plus souvent à la maison,473,            Kabyle,0,0,0
2016,Langue parlée le plus souvent à la maison,474,            Langues berbères; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,475,          Langues couchitiques,5,5,5
2016,Langue parlée le plus souvent à la maison,476,            Bilen,0,0,0
2016,Langue parlée le plus souvent à la maison,477,            Oromo,0,0,0
2016,Langue parlée le plus souvent à la maison,478,            Somali,5,0,0
2016,Langue parlée le plus souvent à la maison,479,            Langues couchitiques; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,480,          Langues sémitiques,55,25,30
2016,Langue parlée le plus souvent à la maison,481,            Amharique,0,0,0
2016,Langue parlée le plus souvent à la maison,482,            Arabe,55,25,30
2016,Langue parlée le plus souvent à la maison,483,            Assyrien néo-araméen,0,0,0
2016,Langue parlée le plus souvent à la maison,484,            Chaldéen néo-araméen,0,0,0
2016,Langue parlée le plus souvent à la maison,485,            Harari,0,0,0
2016,Langue parlée le plus souvent à la maison,486,            Hébreu,0,0,0
2016,Langue parlée le plus souvent à la maison,487,            Maltais,0,0,0
2016,Langue parlée le plus souvent à la maison,488,            Tigregna,0,0,0
2016,Langue parlée le plus souvent à la maison,489,            Langues sémitiques; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,490,          Langues afro-asiatiques; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,491,        Langues austro-asiatiques,10,5,5
2016,Langue parlée le plus souvent à la maison,492,          Khmer (cambodgien),5,0,0
2016,Langue parlée le plus souvent à la maison,493,          Vietnamien,10,5,5
2016,Langue parlée le plus souvent à la maison,494,          Langues austro-asiatiques; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,495,        Langues austronésiennes,0,0,0
2016,Langue parlée le plus souvent à la maison,496,          Bicol,0,0,0
2016,Langue parlée le plus souvent à la maison,497,          Cebuano,0,0,0
2016,Langue parlée le plus souvent à la maison,498,          Fidjien,0,0,0
2016,Langue parlée le plus souvent à la maison,499,          Hiligaïnon,0,0,0
2016,Langue parlée le plus souvent à la maison,500,          Ilocano,0,0,0
2016,Langue parlée le plus souvent à la maison,501,          Malgache,0,0,0
2016,Langue parlée le plus souvent à la maison,502,          Malais,0,0,0
2016,Langue parlée le plus souvent à la maison,503,          Pampangan (kapampangan; pampango),0,0,0
2016,Langue parlée le plus souvent à la maison,504,          Pangasinan,0,0,0
2016,Langue parlée le plus souvent à la maison,505,          Tagalog (pilipino),0,0,0
2016,Langue parlée le plus souvent à la maison,506,          Waray-waray,0,0,0
2016,Langue parlée le plus souvent à la maison,507,          Langues austronésiennes; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,508,        Langues créoles,10,0,5
2016,Langue parlée le plus souvent à la maison,509,          Créole haïtien,0,0,0
2016,Langue parlée le plus souvent à la maison,510,          Créole; n.d.a.,5,0,5
2016,Langue parlée le plus souvent à la maison,511,          Langues créoles; n.i.a.,0,0,5
2016,Langue parlée le plus souvent à la maison,512,        Langues dravidiennes,0,0,0
2016,Langue parlée le plus souvent à la maison,513,          Kannada,0,0,0
2016,Langue parlée le plus souvent à la maison,514,          Malayalam,0,0,0
2016,Langue parlée le plus souvent à la maison,515,          Tamoul,0,0,0
2016,Langue parlée le plus souvent à la maison,516,          Telougou,0,0,0
2016,Langue parlée le plus souvent à la maison,517,          Langues dravidiennes; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,518,        Langues hmong-mien,0,0,0
2016,Langue parlée le plus souvent à la maison,519,        Langues indo-européennes,315,160,150
2016,Langue parlée le plus souvent à la maison,520,          Albanais,0,0,0
2016,Langue parlée le plus souvent à la maison,521,          Arménien,0,0,0
2016,Langue parlée le plus souvent à la maison,522,          Langues balto-slaves,35,20,15
2016,Langue parlée le plus souvent à la maison,523,            Langues baltes,0,0,0
2016,Langue parlée le plus souvent à la maison,524,              Letton,0,0,0
2016,Langue parlée le plus souvent à la maison,525,              Lituanien,0,0,0
2016,Langue parlée le plus souvent à la maison,526,            Langues slaves,35,20,15
2016,Langue parlée le plus souvent à la maison,527,              Biélorusse,0,0,0
2016,Langue parlée le plus souvent à la maison,528,              Bosniaque,0,0,0
2016,Langue parlée le plus souvent à la maison,529,              Bulgare,5,0,0
2016,Langue parlée le plus souvent à la maison,530,              Croate,0,0,0
2016,Langue parlée le plus souvent à la maison,531,              Tchèque,0,0,0
2016,Langue parlée le plus souvent à la maison,532,              Macédonien,5,0,0
2016,Langue parlée le plus souvent à la maison,533,              Polonais,5,5,5
2016,Langue parlée le plus souvent à la maison,534,              Russe,20,5,10
2016,Langue parlée le plus souvent à la maison,535,              Serbe,0,0,0
2016,Langue parlée le plus souvent à la maison,536,              Serbo-croate,0,0,0
2016,Langue parlée le plus souvent à la maison,537,              Slovaque,0,0,0
2016,Langue parlée le plus souvent à la maison,538,              Slovène,0,0,0
2016,Langue parlée le plus souvent à la maison,539,              Ukrainien,0,0,0
2016,Langue parlée le plus souvent à la maison,540,              Langues slaves; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,541,          Langues celtiques,0,0,0
2016,Langue parlée le plus souvent à la maison,542,            Gaélique écossais,0,0,0
2016,Langue parlée le plus souvent à la maison,543,            Gallois,0,0,0
2016,Langue parlée le plus souvent à la maison,544,            Langues celtiques; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,545,          Langues germaniques,10,5,5
2016,Langue parlée le plus souvent à la maison,546,            Afrikaans,0,0,0
2016,Langue parlée le plus souvent à la maison,547,            Danois,0,0,0
2016,Langue parlée le plus souvent à la maison,548,            Néerlandais,0,0,0
2016,Langue parlée le plus souvent à la maison,549,            Frison,0,0,0
2016,Langue parlée le plus souvent à la maison,550,            Allemand,10,5,5
2016,Langue parlée le plus souvent à la maison,551,            Islandais,0,0,0
2016,Langue parlée le plus souvent à la maison,552,            Norvégien,0,0,0
2016,Langue parlée le plus souvent à la maison,553,            Suédois,0,0,0
2016,Langue parlée le plus souvent à la maison,554,            Vlaams (flamand),0,0,0
2016,Langue parlée le plus souvent à la maison,555,            Yiddish,0,0,0
2016,Langue parlée le plus souvent à la maison,556,            Langues germaniques; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,557,          Grec,10,5,10
2016,Langue parlée le plus souvent à la maison,558,          Langues indo-iraniennes,65,40,25
2016,Langue parlée le plus souvent à la maison,559,            Langues indo-aryennes,0,0,0
2016,Langue parlée le plus souvent à la maison,560,              Bengali,0,0,0
2016,Langue parlée le plus souvent à la maison,561,              Gujarati,0,0,0
2016,Langue parlée le plus souvent à la maison,562,              Hindi,0,0,0
2016,Langue parlée le plus souvent à la maison,563,              Cachemiri,0,0,0
2016,Langue parlée le plus souvent à la maison,564,              Konkani,0,0,0
2016,Langue parlée le plus souvent à la maison,565,              Marathi,0,0,0
2016,Langue parlée le plus souvent à la maison,566,              Népalais,0,0,0
2016,Langue parlée le plus souvent à la maison,567,              Oriya (odia),0,0,0
2016,Langue parlée le plus souvent à la maison,568,              Pendjabi,0,0,0
2016,Langue parlée le plus souvent à la maison,569,              Sindhi,0,0,0
2016,Langue parlée le plus souvent à la maison,570,              Singhalais,0,0,0
2016,Langue parlée le plus souvent à la maison,571,              Ourdou,0,0,0
2016,Langue parlée le plus souvent à la maison,572,            Langues iraniennes,65,45,25
2016,Langue parlée le plus souvent à la maison,573,              Kurde,0,0,0
2016,Langue parlée le plus souvent à la maison,574,              Pachto,0,0,0
2016,Langue parlée le plus souvent à la maison,575,              Persan (farsi),70,40,25
2016,Langue parlée le plus souvent à la maison,576,            Langues indo-iraniennes; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,577,          Langues italiques (romanes),190,95,95
2016,Langue parlée le plus souvent à la maison,578,            Catalan,0,0,0
2016,Langue parlée le plus souvent à la maison,579,            Italien,5,5,5
2016,Langue parlée le plus souvent à la maison,580,            Portugais,30,15,15
2016,Langue parlée le plus souvent à la maison,581,            Roumain,40,20,20
2016,Langue parlée le plus souvent à la maison,582,            Espagnol,115,60,55
2016,Langue parlée le plus souvent à la maison,583,            Langues italiques (romanes); n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,584,        Japonais,0,0,5
2016,Langue parlée le plus souvent à la maison,585,        Langues kartvéliennes,0,0,0
2016,Langue parlée le plus souvent à la maison,586,          Géorgien,0,0,0
2016,Langue parlée le plus souvent à la maison,587,        Coréen,0,0,0
2016,Langue parlée le plus souvent à la maison,588,        Langues mongoles,0,0,0
2016,Langue parlée le plus souvent à la maison,589,          Mongol,0,0,0
2016,Langue parlée le plus souvent à la maison,590,        Langues nigéro-congolaises,5,0,0
2016,Langue parlée le plus souvent à la maison,591,          Akan (twi),0,0,0
2016,Langue parlée le plus souvent à la maison,592,          Bamanankan,0,0,0
2016,Langue parlée le plus souvent à la maison,593,          Edo,0,0,0
2016,Langue parlée le plus souvent à la maison,594,          Éwé,0,0,0
2016,Langue parlée le plus souvent à la maison,595,          Fulah (peul; pular; pulaar; fulfulde),0,5,0
2016,Langue parlée le plus souvent à la maison,596,          Ga,0,0,0
2016,Langue parlée le plus souvent à la maison,597,          Ganda,0,0,0
2016,Langue parlée le plus souvent à la maison,598,          Igbo,0,0,0
2016,Langue parlée le plus souvent à la maison,599,          Lingala,0,0,0
2016,Langue parlée le plus souvent à la maison,600,          Rundi (kiroundi),0,0,0
2016,Langue parlée le plus souvent à la maison,601,          Kinyarwanda (rwanda),0,0,0
2016,Langue parlée le plus souvent à la maison,602,          Shona,0,0,0
2016,Langue parlée le plus souvent à la maison,603,          Swahili,0,0,0
2016,Langue parlée le plus souvent à la maison,604,          Wolof,0,5,0
